metric,scorer_x,scorer_y,code,model_engine,value_x,value_y
r_work,phenix,torchref,1B9K,refmac,0.2343,0.244884
r_work,phenix,torchref,1B9K,torchref,0.2272,0.236297
r_work,phenix,torchref,1BIA,phenix,0.2767,0.288725
r_work,phenix,torchref,1BIA,refmac,0.2865,0.297998
r_work,phenix,torchref,1BIA,torchref,0.2828,0.296387
r_work,phenix,torchref,1BM7,phenix,0.2136,0.219548
r_work,phenix,torchref,1BM7,refmac,0.2055,0.208893
r_work,phenix,torchref,1BM7,torchref,0.2067,0.210934
r_work,phenix,torchref,1BQG,refmac,0.2114,0.221045
r_work,phenix,torchref,1BQG,torchref,0.2146,0.220563
r_work,phenix,torchref,1BX0,phenix,0.2351,0.239605
r_work,phenix,torchref,1BX0,refmac,0.2361,0.239748
r_work,phenix,torchref,1BX0,torchref,0.2274,0.231397
r_work,phenix,torchref,1BXE,phenix,0.3265,0.337001
r_work,phenix,torchref,1BXE,refmac,0.3094,0.317607
r_work,phenix,torchref,1BXE,torchref,0.3074,0.315896
r_work,phenix,torchref,1BYW,phenix,0.237,0.2493
r_work,phenix,torchref,1BYW,refmac,0.2243,0.231297
r_work,phenix,torchref,1BYW,torchref,0.2421,0.256281
r_work,phenix,torchref,1C3F,phenix,0.253,0.256843
r_work,phenix,torchref,1C3F,refmac,0.2511,0.256984
r_work,phenix,torchref,1C3F,torchref,0.2479,0.251473
r_work,phenix,torchref,1CI0,phenix,0.2338,0.251071
r_work,phenix,torchref,1CI0,refmac,0.2352,0.24675
r_work,phenix,torchref,1CI0,torchref,0.2619,0.268806
r_work,phenix,torchref,1CSM,phenix,0.2116,0.222121
r_work,phenix,torchref,1CSM,refmac,0.2095,0.217079
r_work,phenix,torchref,1CSM,torchref,0.2153,0.222111
r_work,phenix,torchref,1D9E,phenix,0.226,0.236851
r_work,phenix,torchref,1D9E,refmac,0.2223,0.229967
r_work,phenix,torchref,1DAW,phenix,0.2542,0.263492
r_work,phenix,torchref,1DAW,refmac,0.2574,0.266329
r_work,phenix,torchref,1DAW,torchref,0.2554,0.263572
r_work,phenix,torchref,1DLM,phenix,0.2162,0.237418
r_work,phenix,torchref,1DLM,refmac,0.2209,0.237926
r_work,phenix,torchref,1DLM,torchref,0.2167,0.229963
r_work,phenix,torchref,1DQ3,phenix,0.3254,0.339412
r_work,phenix,torchref,1DQ3,refmac,0.3228,0.332987
r_work,phenix,torchref,1DQ3,torchref,0.3279,0.341854
r_work,phenix,torchref,1DQ8,phenix,0.2056,0.216709
r_work,phenix,torchref,1DQ8,refmac,0.2081,0.216357
r_work,phenix,torchref,1DQ8,torchref,0.2149,0.222777
r_work,phenix,torchref,1e+79,phenix,0.31,0.318426
r_work,phenix,torchref,1e+79,refmac,0.329,0.336079
r_work,phenix,torchref,1e+79,torchref,0.3511,0.352044
r_work,phenix,torchref,1EJ1,phenix,0.2505,0.259733
r_work,phenix,torchref,1EJ1,refmac,0.2562,0.264589
r_work,phenix,torchref,1EJ1,torchref,0.2629,0.273427
r_work,phenix,torchref,1EJH,phenix,0.2585,0.274343
r_work,phenix,torchref,1EJH,refmac,0.2589,0.273516
r_work,phenix,torchref,1EJH,torchref,0.2604,0.274806
r_work,phenix,torchref,1ETE,phenix,0.2731,0.308255
r_work,phenix,torchref,1ETE,refmac,0.2697,0.299997
r_work,phenix,torchref,1ETE,torchref,0.2837,0.317449
r_work,phenix,torchref,1EZW,phenix,0.2381,0.260038
r_work,phenix,torchref,1EZW,refmac,0.2302,0.250035
r_work,phenix,torchref,1EZW,torchref,0.2292,0.249313
r_work,phenix,torchref,1F97,phenix,0.2053,0.217807
r_work,phenix,torchref,1F97,refmac,0.2179,0.226013
r_work,phenix,torchref,1F97,torchref,0.2509,0.252818
r_work,phenix,torchref,1FG3,phenix,0.2408,0.248759
r_work,phenix,torchref,1FG3,refmac,0.2521,0.26028
r_work,phenix,torchref,1FG3,torchref,0.2547,0.261304
r_work,phenix,torchref,1FIO,phenix,0.3908,0.44777
r_work,phenix,torchref,1FIO,refmac,0.3832,0.442963
r_work,phenix,torchref,1FIO,torchref,0.3784,0.430735
r_work,phenix,torchref,1FKM,phenix,0.2724,0.281359
r_work,phenix,torchref,1FKM,refmac,0.2674,0.276524
r_work,phenix,torchref,1FKM,torchref,0.2684,0.277469
r_work,phenix,torchref,1FSI,phenix,0.2753,0.292858
r_work,phenix,torchref,1FSI,refmac,0.2649,0.282081
r_work,phenix,torchref,1FSI,torchref,0.2828,0.292413
r_work,phenix,torchref,1GHW,phenix,0.3547,0.385815
r_work,phenix,torchref,1GHW,refmac,0.3583,0.389728
r_work,phenix,torchref,1GHW,torchref,0.3458,0.379221
r_work,phenix,torchref,1GPQ,phenix,0.2528,0.259419
r_work,phenix,torchref,1GPQ,refmac,0.2536,0.259877
r_work,phenix,torchref,1GPQ,torchref,0.243,0.248657
r_work,phenix,torchref,1GQ8,phenix,0.2385,0.242797
r_work,phenix,torchref,1GQ8,refmac,0.2399,0.243916
r_work,phenix,torchref,1GQ8,torchref,0.2279,0.232459
r_work,phenix,torchref,1GQ9,phenix,0.2579,0.267808
r_work,phenix,torchref,1GQ9,refmac,0.2932,0.302523
r_work,phenix,torchref,1GQ9,torchref,0.4063,0.36181
r_work,phenix,torchref,1GUI,phenix,0.2771,0.313474
r_work,phenix,torchref,1GUI,refmac,0.269,0.306484
r_work,phenix,torchref,1GUI,torchref,0.2691,0.306425
r_work,phenix,torchref,1GYJ,phenix,0.2491,0.256739
r_work,phenix,torchref,1GYJ,refmac,0.2641,0.268414
r_work,phenix,torchref,1GYJ,torchref,0.2605,0.267578
r_work,phenix,torchref,1H8V,phenix,0.236,0.242338
r_work,phenix,torchref,1H8V,refmac,0.2444,0.251454
r_work,phenix,torchref,1H8V,torchref,0.2396,0.244631
r_work,phenix,torchref,1HN0,phenix,0.244,0.256378
r_work,phenix,torchref,1HN0,refmac,0.2373,0.248661
r_work,phenix,torchref,1HN0,torchref,0.2382,0.249711
r_work,phenix,torchref,1HNO,phenix,0.2227,0.235582
r_work,phenix,torchref,1HNO,refmac,0.2205,0.23245
r_work,phenix,torchref,1HNO,torchref,0.2241,0.234495
r_work,phenix,torchref,1HTN,phenix,0.1743,0.179733
r_work,phenix,torchref,1HTN,refmac,0.181,0.187361
r_work,phenix,torchref,1HTN,torchref,0.186,0.190232
r_work,phenix,torchref,1I1N,phenix,0.2585,0.2777
r_work,phenix,torchref,1I1N,refmac,0.2605,0.280402
r_work,phenix,torchref,1I1N,torchref,0.2473,0.268438
r_work,phenix,torchref,1I3A,phenix,0.2553,0.263909
r_work,phenix,torchref,1I3A,refmac,0.2566,0.264982
r_work,phenix,torchref,1I3A,torchref,0.2672,0.273648
r_work,phenix,torchref,1IDQ,phenix,0.2023,0.212708
r_work,phenix,torchref,1IDQ,refmac,0.1992,0.208712
r_work,phenix,torchref,1IDQ,torchref,0.1967,0.204946
r_work,phenix,torchref,1IKN,phenix,0.3388,0.363961
r_work,phenix,torchref,1IKN,refmac,0.3296,0.350354
r_work,phenix,torchref,1IKN,torchref,0.3459,0.367505
r_work,phenix,torchref,1ITK,phenix,0.2501,0.263473
r_work,phenix,torchref,1ITK,refmac,0.246,0.258829
r_work,phenix,torchref,1ITK,torchref,0.2462,0.256794
r_work,phenix,torchref,1J3P,phenix,0.2434,0.253299
r_work,phenix,torchref,1J3P,refmac,0.2411,0.248874
r_work,phenix,torchref,1J3P,torchref,0.2413,0.249568
r_work,phenix,torchref,1J53,phenix,0.2855,0.294144
r_work,phenix,torchref,1J53,refmac,0.2889,0.297608
r_work,phenix,torchref,1J53,torchref,0.2882,0.295401
r_work,phenix,torchref,1J5W,phenix,0.2673,0.2786
r_work,phenix,torchref,1J5W,refmac,0.2591,0.267482
r_work,phenix,torchref,1J5W,torchref,0.2626,0.271956
r_work,phenix,torchref,1J8B,phenix,0.379,0.402363
r_work,phenix,torchref,1J8B,refmac,0.3955,0.416559
r_work,phenix,torchref,1J8B,torchref,0.3633,0.385609
r_work,phenix,torchref,1JAC,phenix,0.2458,0.258617
r_work,phenix,torchref,1JAC,refmac,0.2442,0.257872
r_work,phenix,torchref,1JAC,torchref,0.257,0.267747
r_work,phenix,torchref,1JAD,phenix,0.3373,0.346486
r_work,phenix,torchref,1JAD,refmac,0.3637,0.371962
r_work,phenix,torchref,1JAD,torchref,0.3719,0.374425
r_work,phenix,torchref,1JN9,phenix,0.4582,0.469478
r_work,phenix,torchref,1JN9,refmac,0.4334,0.444424
r_work,phenix,torchref,1JN9,torchref,0.5145,0.516088
r_work,phenix,torchref,1JU3,phenix,0.2422,0.269092
r_work,phenix,torchref,1JU3,refmac,0.2412,0.267645
r_work,phenix,torchref,1JU3,torchref,0.2375,0.263732
r_work,phenix,torchref,1K6D,phenix,0.2506,0.26131
r_work,phenix,torchref,1K6D,refmac,0.2433,0.252875
r_work,phenix,torchref,1K6D,torchref,0.2413,0.250312
r_work,phenix,torchref,1K7T,phenix,0.2784,0.291008
r_work,phenix,torchref,1K7T,refmac,0.2721,0.281295
r_work,phenix,torchref,1K7T,torchref,0.2724,0.282588
r_work,phenix,torchref,1L9X,phenix,0.2222,0.24058
r_work,phenix,torchref,1L9X,refmac,0.2181,0.235093
r_work,phenix,torchref,1L9X,torchref,0.216,0.232059
r_work,phenix,torchref,1LNZ,phenix,0.4076,0.420189
r_work,phenix,torchref,1LNZ,refmac,0.4078,0.419973
r_work,phenix,torchref,1LNZ,torchref,0.4466,0.453407
r_work,phenix,torchref,1M6E,phenix,0.2097,0.22666
r_work,phenix,torchref,1M6E,refmac,0.214,0.223138
r_work,phenix,torchref,1M6E,torchref,0.2275,0.226108
r_work,phenix,torchref,1N0L,phenix,0.2928,0.311256
r_work,phenix,torchref,1N0L,refmac,0.3019,0.32156
r_work,phenix,torchref,1N0L,torchref,0.3158,0.332453
r_work,phenix,torchref,1N6J,phenix,0.4,0.416335
r_work,phenix,torchref,1N6J,refmac,0.3848,0.399957
r_work,phenix,torchref,1N6J,torchref,0.3886,0.405396
r_work,phenix,torchref,1O4V,phenix,0.2119,0.221129
r_work,phenix,torchref,1O4V,refmac,0.2047,0.211998
r_work,phenix,torchref,1O4V,torchref,0.2019,0.20853
r_work,phenix,torchref,1O5T,phenix,0.285,0.299391
r_work,phenix,torchref,1O5T,refmac,0.3044,0.31813
r_work,phenix,torchref,1O5T,torchref,0.321,0.336592
r_work,phenix,torchref,1O6D,phenix,0.2667,0.291064
r_work,phenix,torchref,1O6D,refmac,0.2631,0.28781
r_work,phenix,torchref,1O6D,torchref,0.2621,0.305308
r_work,phenix,torchref,1OBR,phenix,0.1796,0.189714
r_work,phenix,torchref,1OBR,refmac,0.1918,0.200004
r_work,phenix,torchref,1OBR,torchref,0.1944,0.195133
r_work,phenix,torchref,1OC0,phenix,0.2596,0.272235
r_work,phenix,torchref,1OC0,refmac,0.265,0.270886
r_work,phenix,torchref,1OC0,torchref,0.2664,0.274589
r_work,phenix,torchref,1OE4,phenix,0.2611,0.279587
r_work,phenix,torchref,1OE4,refmac,0.2607,0.278108
r_work,phenix,torchref,1OE4,torchref,0.2572,0.275103
r_work,phenix,torchref,1OMW,phenix,0.2826,0.299397
r_work,phenix,torchref,1OMW,refmac,0.2515,0.264271
r_work,phenix,torchref,1OMW,torchref,0.2771,0.287756
r_work,phenix,torchref,1OQE,phenix,0.2348,0.250403
r_work,phenix,torchref,1OQE,refmac,0.2187,0.234946
r_work,phenix,torchref,1OSC,phenix,0.218,0.235377
r_work,phenix,torchref,1OSC,refmac,0.2069,0.219272
r_work,phenix,torchref,1OSC,torchref,0.2122,0.225745
r_work,phenix,torchref,1OY5,phenix,0.3139,0.329138
r_work,phenix,torchref,1OY5,refmac,0.3066,0.320392
r_work,phenix,torchref,1OY5,torchref,0.3177,0.331633
r_work,phenix,torchref,1P3C,phenix,0.1959,0.210094
r_work,phenix,torchref,1P3C,refmac,0.1898,0.203274
r_work,phenix,torchref,1P3C,torchref,0.189,0.202833
r_work,phenix,torchref,1P4X,phenix,0.3258,0.365424
r_work,phenix,torchref,1P4X,refmac,0.3503,0.375629
r_work,phenix,torchref,1P4X,torchref,0.3372,0.372784
r_work,phenix,torchref,1PG3,phenix,0.213,0.221568
r_work,phenix,torchref,1PG3,refmac,0.2207,0.226972
r_work,phenix,torchref,1PG3,torchref,0.2273,0.233364
r_work,phenix,torchref,1PJR,phenix,0.3223,0.33497
r_work,phenix,torchref,1PJR,refmac,0.3529,0.366729
r_work,phenix,torchref,1PJR,torchref,0.3249,0.337432
r_work,phenix,torchref,1PXZ,phenix,0.2262,0.236732
r_work,phenix,torchref,1PXZ,refmac,0.2232,0.232235
r_work,phenix,torchref,1PXZ,torchref,0.2187,0.226203
r_work,phenix,torchref,1Q15,phenix,0.2362,0.242334
r_work,phenix,torchref,1Q15,refmac,0.2525,0.256701
r_work,phenix,torchref,1Q15,torchref,0.2497,0.255054
r_work,phenix,torchref,1QB5,phenix,0.1966,0.208673
r_work,phenix,torchref,1QB5,refmac,0.1999,0.211116
r_work,phenix,torchref,1QB5,torchref,0.1891,0.198926
r_work,phenix,torchref,1QD9,phenix,0.2538,0.283032
r_work,phenix,torchref,1QD9,refmac,0.2788,0.302255
r_work,phenix,torchref,1QD9,torchref,0.2746,0.296796
r_work,phenix,torchref,1QJV,phenix,0.2126,0.225201
r_work,phenix,torchref,1QJV,refmac,0.2222,0.232642
r_work,phenix,torchref,1QJV,torchref,0.2336,0.243378
r_work,phenix,torchref,1QZN,phenix,0.2459,0.272737
r_work,phenix,torchref,1QZN,refmac,0.2386,0.267934
r_work,phenix,torchref,1QZN,torchref,0.2408,0.270375
r_work,phenix,torchref,1R1K,phenix,0.2525,0.275748
r_work,phenix,torchref,1R1K,refmac,0.2404,0.252058
r_work,phenix,torchref,1R1K,torchref,0.2856,0.298833
r_work,phenix,torchref,1R3U,phenix,0.2181,0.220679
r_work,phenix,torchref,1R3U,refmac,0.2122,0.210349
r_work,phenix,torchref,1R3U,torchref,0.2188,0.225061
r_work,phenix,torchref,1RFX,phenix,0.3554,0.38428
r_work,phenix,torchref,1RFX,refmac,0.3233,0.352341
r_work,phenix,torchref,1RFX,torchref,0.3368,0.365801
r_work,phenix,torchref,1RHC,phenix,0.2268,0.233272
r_work,phenix,torchref,1RHC,refmac,0.2173,0.223065
r_work,phenix,torchref,1RHC,torchref,0.2184,0.224222
r_work,phenix,torchref,1RJ1,phenix,0.2573,0.266659
r_work,phenix,torchref,1RJ1,refmac,0.2519,0.259188
r_work,phenix,torchref,1RJ1,torchref,0.2448,0.251674
r_work,phenix,torchref,1RJD,phenix,0.2484,0.255317
r_work,phenix,torchref,1RJD,refmac,0.2533,0.259369
r_work,phenix,torchref,1RJD,torchref,0.2405,0.24713
r_work,phenix,torchref,1RKG,phenix,0.2765,0.288541
r_work,phenix,torchref,1RKG,refmac,0.2589,0.268271
r_work,phenix,torchref,1RKG,torchref,0.2664,0.278514
r_work,phenix,torchref,1RZN,phenix,0.2325,0.240997
r_work,phenix,torchref,1RZN,refmac,0.2358,0.243987
r_work,phenix,torchref,1RZN,torchref,0.2371,0.244614
r_work,phenix,torchref,1S1C,phenix,0.2943,0.327327
r_work,phenix,torchref,1S1C,refmac,0.2943,0.325767
r_work,phenix,torchref,1S1C,torchref,0.3203,0.356354
r_work,phenix,torchref,1SO2,phenix,0.2465,0.255706
r_work,phenix,torchref,1SO2,refmac,0.2414,0.249014
r_work,phenix,torchref,1SO2,torchref,0.2494,0.255
r_work,phenix,torchref,1SOT,phenix,0.3195,0.338755
r_work,phenix,torchref,1SOT,refmac,0.3105,0.326009
r_work,phenix,torchref,1SOT,torchref,0.3143,0.330517
r_work,phenix,torchref,1T3I,phenix,0.2333,0.250267
r_work,phenix,torchref,1T3I,refmac,0.2293,0.245282
r_work,phenix,torchref,1T3I,torchref,0.2295,0.243565
r_work,phenix,torchref,1TE5,phenix,0.3128,0.316252
r_work,phenix,torchref,1TE5,refmac,0.3049,0.307342
r_work,phenix,torchref,1TE5,torchref,0.3149,0.317568
r_work,phenix,torchref,1TGS,phenix,0.2327,0.251595
r_work,phenix,torchref,1TGS,refmac,0.2369,0.257356
r_work,phenix,torchref,1TGS,torchref,0.23,0.253213
r_work,phenix,torchref,1TML,phenix,0.1441,0.248086
r_work,phenix,torchref,1TML,refmac,0.165,0.180733
r_work,phenix,torchref,1TML,torchref,0.2079,0.203212
r_work,phenix,torchref,1TVL,phenix,0.2528,0.29001
r_work,phenix,torchref,1TVL,refmac,0.2366,0.266712
r_work,phenix,torchref,1TVL,torchref,0.2455,0.283437
r_work,phenix,torchref,1U1I,phenix,0.2593,0.280646
r_work,phenix,torchref,1U1I,refmac,0.2669,0.282826
r_work,phenix,torchref,1U1I,torchref,0.2687,0.28551
r_work,phenix,torchref,1UEF,phenix,0.3673,0.377479
r_work,phenix,torchref,1UEF,refmac,0.3363,0.346808
r_work,phenix,torchref,1UEF,torchref,0.3719,0.391423
r_work,phenix,torchref,1UJK,phenix,0.2994,0.3121
r_work,phenix,torchref,1UJK,refmac,0.299,0.311415
r_work,phenix,torchref,1UJK,torchref,0.288,0.301083
r_work,phenix,torchref,1UKV,phenix,0.317,0.32863
r_work,phenix,torchref,1UKV,refmac,0.3275,0.336835
r_work,phenix,torchref,1UKV,torchref,0.3026,0.311729
r_work,phenix,torchref,1UTB,phenix,0.2324,0.247225
r_work,phenix,torchref,1UTB,refmac,0.2228,0.233941
r_work,phenix,torchref,1UTB,torchref,0.2295,0.239501
r_work,phenix,torchref,1UVQ,phenix,0.3166,0.327565
r_work,phenix,torchref,1UVQ,refmac,0.3045,0.313753
r_work,phenix,torchref,1UVQ,torchref,0.2997,0.304825
r_work,phenix,torchref,1V8Q,phenix,0.2089,0.226476
r_work,phenix,torchref,1V8Q,refmac,0.2237,0.233277
r_work,phenix,torchref,1V8Q,torchref,0.2896,0.293872
r_work,phenix,torchref,1VB3,phenix,0.2358,0.250625
r_work,phenix,torchref,1VB3,refmac,0.2428,0.255929
r_work,phenix,torchref,1VB3,torchref,0.2404,0.250216
r_work,phenix,torchref,1VCE,phenix,0.2571,0.266768
r_work,phenix,torchref,1VCE,refmac,0.2519,0.258109
r_work,phenix,torchref,1VCE,torchref,0.2571,0.263268
r_work,phenix,torchref,1VDD,phenix,0.263,0.283333
r_work,phenix,torchref,1VDD,refmac,0.2402,0.256468
r_work,phenix,torchref,1VDD,torchref,0.2708,0.284841
r_work,phenix,torchref,1VER,phenix,0.2204,0.248432
r_work,phenix,torchref,1VER,refmac,0.2082,0.223071
r_work,phenix,torchref,1VER,torchref,0.237,0.246656
r_work,phenix,torchref,1VK0,phenix,0.2539,0.266218
r_work,phenix,torchref,1VK0,refmac,0.259,0.270556
r_work,phenix,torchref,1VK0,torchref,0.2571,0.268435
r_work,phenix,torchref,1VLM,phenix,0.2651,0.276532
r_work,phenix,torchref,1VLM,refmac,0.2671,0.275298
r_work,phenix,torchref,1VLM,torchref,0.2748,0.282079
r_work,phenix,torchref,1VR4,phenix,0.282,0.306363
r_work,phenix,torchref,1VR4,refmac,0.2812,0.3059
r_work,phenix,torchref,1VR4,torchref,0.2887,0.312198
r_work,phenix,torchref,1VRQ,phenix,0.247,0.259403
r_work,phenix,torchref,1VRQ,refmac,0.2405,0.253618
r_work,phenix,torchref,1W2Y,phenix,0.2696,0.280457
r_work,phenix,torchref,1W2Y,refmac,0.2623,0.271347
r_work,phenix,torchref,1W2Y,torchref,0.2615,0.270865
r_work,phenix,torchref,1W8A,phenix,0.1973,0.206954
r_work,phenix,torchref,1W8A,refmac,0.2089,0.21059
r_work,phenix,torchref,1W8A,torchref,0.2175,0.218236
r_work,phenix,torchref,1WD8,phenix,0.2238,0.244484
r_work,phenix,torchref,1WD8,refmac,0.2093,0.222599
r_work,phenix,torchref,1WD8,torchref,0.2453,0.255838
r_work,phenix,torchref,1WDV,phenix,0.2752,0.303597
r_work,phenix,torchref,1WDV,refmac,0.2742,0.301898
r_work,phenix,torchref,1WDV,torchref,0.2708,0.296085
r_work,phenix,torchref,1WLZ,phenix,0.2807,0.299246
r_work,phenix,torchref,1WLZ,refmac,0.2828,0.300609
r_work,phenix,torchref,1WLZ,torchref,0.2729,0.29037
r_work,phenix,torchref,1WTJ,phenix,0.2678,0.277792
r_work,phenix,torchref,1WTJ,refmac,0.2509,0.258623
r_work,phenix,torchref,1WTJ,torchref,0.2475,0.256223
r_work,phenix,torchref,1WTY,phenix,0.266,0.273
r_work,phenix,torchref,1WTY,refmac,0.2652,0.270578
r_work,phenix,torchref,1WTY,torchref,0.2755,0.281193
r_work,phenix,torchref,1WU2,phenix,0.3116,0.319067
r_work,phenix,torchref,1WU2,refmac,0.3285,0.334125
r_work,phenix,torchref,1WU2,torchref,0.3182,0.324159
r_work,phenix,torchref,1WV8,phenix,0.3262,0.33964
r_work,phenix,torchref,1WV8,refmac,0.4006,0.422044
r_work,phenix,torchref,1WV8,torchref,0.3323,0.349844
r_work,phenix,torchref,1WW9,phenix,0.276,0.285817
r_work,phenix,torchref,1WW9,refmac,0.2659,0.274729
r_work,phenix,torchref,1WW9,torchref,0.2668,0.275231
r_work,phenix,torchref,1X1Q,phenix,0.3075,0.313544
r_work,phenix,torchref,1X1Q,refmac,0.3132,0.316784
r_work,phenix,torchref,1X1Q,torchref,0.4031,0.413422
r_work,phenix,torchref,1X6O,phenix,0.2891,0.302718
r_work,phenix,torchref,1X6O,refmac,0.2917,0.304365
r_work,phenix,torchref,1X6O,torchref,0.276,0.287928
r_work,phenix,torchref,1XHD,phenix,0.2647,0.273677
r_work,phenix,torchref,1XHD,refmac,0.2537,0.261097
r_work,phenix,torchref,1XVS,phenix,0.2856,0.305651
r_work,phenix,torchref,1XVS,refmac,0.2895,0.306856
r_work,phenix,torchref,1XVS,torchref,0.2908,0.306847
r_work,phenix,torchref,1XX1,phenix,0.2494,0.261532
r_work,phenix,torchref,1XX1,refmac,0.246,0.256852
r_work,phenix,torchref,1XX1,torchref,0.2441,0.253782
r_work,phenix,torchref,1Y08,refmac,0.2402,0.247798
r_work,phenix,torchref,1Y08,torchref,0.2399,0.247375
r_work,phenix,torchref,1Y7O,phenix,0.2909,0.303243
r_work,phenix,torchref,1Y7O,refmac,0.3023,0.314995
r_work,phenix,torchref,1Y7O,torchref,0.3094,0.320049
r_work,phenix,torchref,1Y8Q,phenix,0.2252,0.241424
r_work,phenix,torchref,1Y8Q,refmac,0.2232,0.237518
r_work,phenix,torchref,1Y8Q,torchref,0.2304,0.241126
r_work,phenix,torchref,1Y98,refmac,0.2655,0.279279
r_work,phenix,torchref,1Y98,torchref,0.261,0.270112
r_work,phenix,torchref,1YEM,phenix,0.2489,0.269018
r_work,phenix,torchref,1YEM,refmac,0.2365,0.253687
r_work,phenix,torchref,1YEM,torchref,0.2473,0.264925
r_work,phenix,torchref,1YK3,phenix,0.2546,0.264721
r_work,phenix,torchref,1YK3,refmac,0.2477,0.255486
r_work,phenix,torchref,1YK3,torchref,0.2576,0.265924
r_work,phenix,torchref,1YMQ,phenix,0.2334,0.239779
r_work,phenix,torchref,1YMQ,refmac,0.2318,0.237786
r_work,phenix,torchref,1YMQ,torchref,0.2231,0.229729
r_work,phenix,torchref,1YRX,refmac,0.4648,0.518962
r_work,phenix,torchref,1YRX,torchref,0.4515,0.508212
r_work,phenix,torchref,1Z05,phenix,0.3371,0.346032
r_work,phenix,torchref,1Z05,refmac,0.3409,0.348012
r_work,phenix,torchref,1Z05,torchref,0.3188,0.323891
r_work,phenix,torchref,1Z3X,phenix,0.2631,0.283357
r_work,phenix,torchref,1Z3X,refmac,0.2569,0.276271
r_work,phenix,torchref,1Z3X,torchref,0.2536,0.27142
r_work,phenix,torchref,1ZEJ,phenix,0.2937,0.305454
r_work,phenix,torchref,1ZEJ,refmac,0.2848,0.295946
r_work,phenix,torchref,1ZEJ,torchref,0.2858,0.295333
r_work,phenix,torchref,1ZJ8,phenix,0.2249,0.23732
r_work,phenix,torchref,1ZJ8,refmac,0.2593,0.265715
r_work,phenix,torchref,1ZJ8,torchref,0.2425,0.247996
r_work,phenix,torchref,1ZKL,phenix,0.2513,0.263208
r_work,phenix,torchref,1ZKL,refmac,0.2452,0.257302
r_work,phenix,torchref,1ZKL,torchref,0.2433,0.254732
r_work,phenix,torchref,1ZZ0,phenix,0.231,0.245278
r_work,phenix,torchref,1ZZ0,refmac,0.2258,0.238047
r_work,phenix,torchref,1ZZ0,torchref,0.2223,0.233695
r_work,phenix,torchref,2A25,phenix,0.3065,0.340628
r_work,phenix,torchref,2A25,refmac,0.2856,0.315484
r_work,phenix,torchref,2A25,torchref,0.2804,0.305866
r_work,phenix,torchref,2A3V,phenix,0.3986,0.4139
r_work,phenix,torchref,2A3V,refmac,0.4082,0.423493
r_work,phenix,torchref,2A3V,torchref,0.4429,0.456971
r_work,phenix,torchref,2A65,refmac,0.244,0.249939
r_work,phenix,torchref,2A65,torchref,0.2403,0.24708
r_work,phenix,torchref,2A9S,phenix,0.2287,0.23037
r_work,phenix,torchref,2A9S,refmac,0.2305,0.231525
r_work,phenix,torchref,2A9S,torchref,0.2233,0.222863
r_work,phenix,torchref,2ACJ,phenix,0.423,0.446888
r_work,phenix,torchref,2ACJ,refmac,0.4478,0.469416
r_work,phenix,torchref,2ACJ,torchref,0.4663,0.484695
r_work,phenix,torchref,2AE0,phenix,0.4614,0.480013
r_work,phenix,torchref,2AE0,refmac,0.4227,0.438717
r_work,phenix,torchref,2AE0,torchref,0.4516,0.467035
r_work,phenix,torchref,2AG0,phenix,0.2167,0.226801
