metric,scorer_x,scorer_y,code,model_engine,value_x,value_y
r_work,refmac,torchref,1DQ3,phenix,0.3291,0.326667
r_work,refmac,torchref,1DQ3,refmac,0.3205,0.318855
r_work,refmac,torchref,1DQ3,torchref,0.3253,0.321844
r_work,refmac,torchref,1DQ8,phenix,0.2107,0.205873
r_work,refmac,torchref,1DQ8,refmac,0.2136,0.211857
r_work,refmac,torchref,1DQ8,torchref,0.2104,0.204392
r_work,refmac,torchref,1E79,phenix,0.3204,0.31439
r_work,refmac,torchref,1E79,refmac,0.3062,0.302968
r_work,refmac,torchref,1E79,torchref,0.3431,0.333139
r_work,refmac,torchref,1EJ1,phenix,0.2574,0.250266
r_work,refmac,torchref,1EJ1,refmac,0.2618,0.256884
r_work,refmac,torchref,1EJ1,torchref,0.2699,0.261127
r_work,refmac,torchref,1EJH,phenix,0.2655,0.259191
r_work,refmac,torchref,1EJH,refmac,0.2619,0.257851
r_work,refmac,torchref,1EJH,torchref,0.2618,0.254872
r_work,refmac,torchref,1ETE,phenix,0.2836,0.277375
r_work,refmac,torchref,1ETE,refmac,0.2732,0.269061
r_work,refmac,torchref,1ETE,torchref,0.286,0.278053
r_work,refmac,torchref,1EZW,phenix,0.2428,0.23965
r_work,refmac,torchref,1EZW,refmac,0.2336,0.231418
r_work,refmac,torchref,1EZW,torchref,0.2328,0.228951
r_work,refmac,torchref,1F97,phenix,0.2099,0.208803
r_work,refmac,torchref,1F97,refmac,0.2129,0.214853
r_work,refmac,torchref,1F97,torchref,0.2302,0.225577
r_work,refmac,torchref,1FG3,phenix,0.2498,0.241234
r_work,refmac,torchref,1FG3,refmac,0.2581,0.253334
r_work,refmac,torchref,1FG3,torchref,0.2649,0.253867
r_work,refmac,torchref,1FIO,phenix,0.3943,0.3931
r_work,refmac,torchref,1FIO,refmac,0.3844,0.382992
r_work,refmac,torchref,1FIO,torchref,0.3785,0.373886
r_work,refmac,torchref,1FKM,phenix,0.2739,0.273603
r_work,refmac,torchref,1FKM,refmac,0.2676,0.268557
r_work,refmac,torchref,1FKM,torchref,0.2685,0.267604
r_work,refmac,torchref,1FSI,phenix,0.286,0.276685
r_work,refmac,torchref,1FSI,refmac,0.2719,0.26704
r_work,refmac,torchref,1FSI,torchref,0.2774,0.268257
r_work,refmac,torchref,1GHW,phenix,0.3605,0.355327
r_work,refmac,torchref,1GHW,refmac,0.3583,0.352509
r_work,refmac,torchref,1GHW,torchref,0.3425,0.334645
r_work,refmac,torchref,1GPQ,phenix,0.259,0.252811
r_work,refmac,torchref,1GPQ,refmac,0.2603,0.254124
r_work,refmac,torchref,1GPQ,torchref,0.2474,0.241227
r_work,refmac,torchref,1GQ8,phenix,0.2438,0.238818
r_work,refmac,torchref,1GQ8,refmac,0.2439,0.240241
r_work,refmac,torchref,1GQ8,torchref,0.2346,0.229178
r_work,refmac,torchref,1GQ9,phenix,0.2663,0.267928
r_work,refmac,torchref,1GQ9,refmac,0.2788,0.281473
r_work,refmac,torchref,1GQ9,torchref,0.4047,0.34727
r_work,refmac,torchref,1GUI,phenix,0.2825,0.278501
r_work,refmac,torchref,1GUI,refmac,0.273,0.268773
r_work,refmac,torchref,1GUI,torchref,0.276,0.270605
r_work,refmac,torchref,1GYJ,phenix,0.2685,0.253553
r_work,refmac,torchref,1GYJ,refmac,0.2794,0.270669
r_work,refmac,torchref,1GYJ,torchref,0.269,0.252685
r_work,refmac,torchref,1H8V,phenix,0.2432,0.236055
r_work,refmac,torchref,1H8V,refmac,0.2497,0.244452
r_work,refmac,torchref,1H8V,torchref,0.2435,0.234942
r_work,refmac,torchref,1HN0,phenix,0.2551,0.246792
r_work,refmac,torchref,1HN0,refmac,0.2452,0.238331
r_work,refmac,torchref,1HN0,torchref,0.2466,0.237145
r_work,refmac,torchref,1HNO,phenix,0.2307,0.222155
r_work,refmac,torchref,1HNO,refmac,0.2232,0.218769
r_work,refmac,torchref,1HNO,torchref,0.2257,0.21699
r_work,refmac,torchref,1HTN,phenix,0.1766,0.191451
r_work,refmac,torchref,1HTN,refmac,0.1747,0.19543
r_work,refmac,torchref,1HTN,torchref,0.1875,0.191374
r_work,refmac,torchref,1I1N,phenix,0.2765,0.257128
r_work,refmac,torchref,1I1N,refmac,0.2756,0.259022
r_work,refmac,torchref,1I1N,torchref,0.2654,0.244198
r_work,refmac,torchref,1I3A,phenix,0.2617,0.25673
r_work,refmac,torchref,1I3A,refmac,0.2654,0.262971
r_work,refmac,torchref,1I3A,torchref,0.2616,0.254381
r_work,refmac,torchref,1IDQ,phenix,0.2122,0.20425
r_work,refmac,torchref,1IDQ,refmac,0.2058,0.200663
r_work,refmac,torchref,1IDQ,torchref,0.2047,0.196158
r_work,refmac,torchref,1IKN,phenix,0.3457,0.341799
r_work,refmac,torchref,1IKN,refmac,0.3407,0.33766
r_work,refmac,torchref,1IKN,torchref,0.3485,0.341
r_work,refmac,torchref,1ITK,phenix,0.2612,0.251956
r_work,refmac,torchref,1ITK,refmac,0.256,0.248241
r_work,refmac,torchref,1ITK,torchref,0.2526,0.24157
r_work,refmac,torchref,1J3P,phenix,0.254,0.245516
r_work,refmac,torchref,1J3P,refmac,0.2495,0.242796
r_work,refmac,torchref,1J3P,torchref,0.2508,0.240941
r_work,refmac,torchref,1J53,phenix,0.2896,0.284594
r_work,refmac,torchref,1J53,refmac,0.2929,0.287563
r_work,refmac,torchref,1J53,torchref,0.2957,0.290253
r_work,refmac,torchref,1J5W,phenix,0.2732,0.267291
r_work,refmac,torchref,1J5W,refmac,0.2642,0.26059
r_work,refmac,torchref,1J5W,torchref,0.2645,0.259255
r_work,refmac,torchref,1J8B,phenix,0.3849,0.378508
r_work,refmac,torchref,1J8B,refmac,0.3949,0.389534
r_work,refmac,torchref,1J8B,torchref,0.3746,0.364715
r_work,refmac,torchref,1JAC,phenix,0.2456,0.244174
r_work,refmac,torchref,1JAC,refmac,0.2414,0.24313
r_work,refmac,torchref,1JAC,torchref,0.2534,0.25062
r_work,refmac,torchref,1JAD,phenix,0.3417,0.34006
r_work,refmac,torchref,1JAD,refmac,0.3509,0.348491
r_work,refmac,torchref,1JAD,torchref,0.3695,0.356971
r_work,refmac,torchref,1JN9,phenix,0.4644,0.458647
r_work,refmac,torchref,1JN9,refmac,0.4331,0.428382
r_work,refmac,torchref,1JN9,torchref,0.52,0.509659
r_work,refmac,torchref,1JU3,phenix,0.2603,0.242046
r_work,refmac,torchref,1JU3,refmac,0.2565,0.240507
r_work,refmac,torchref,1JU3,torchref,0.2548,0.23598
r_work,refmac,torchref,1K6D,phenix,0.2572,0.252186
r_work,refmac,torchref,1K6D,refmac,0.2475,0.243221
r_work,refmac,torchref,1K6D,torchref,0.2403,0.235746
r_work,refmac,torchref,1K7T,phenix,0.2858,0.282709
r_work,refmac,torchref,1K7T,refmac,0.275,0.275159
r_work,refmac,torchref,1K7T,torchref,0.2789,0.271709
r_work,refmac,torchref,1L9X,phenix,0.2327,0.223116
r_work,refmac,torchref,1L9X,refmac,0.2277,0.219044
r_work,refmac,torchref,1L9X,torchref,0.225,0.215461
r_work,refmac,torchref,1LNZ,phenix,0.4123,0.411013
r_work,refmac,torchref,1LNZ,refmac,0.4108,0.412137
r_work,refmac,torchref,1LNZ,torchref,0.4553,0.452808
r_work,refmac,torchref,1M6E,phenix,0.2253,0.22232
r_work,refmac,torchref,1M6E,refmac,0.2086,0.219885
r_work,refmac,torchref,1M6E,torchref,0.2292,0.222487
r_work,refmac,torchref,1N0L,phenix,0.3012,0.293276
r_work,refmac,torchref,1N0L,refmac,0.3013,0.295318
r_work,refmac,torchref,1N0L,torchref,0.3123,0.304592
r_work,refmac,torchref,1N6J,phenix,0.4033,0.401722
r_work,refmac,torchref,1N6J,refmac,0.3898,0.38784
r_work,refmac,torchref,1N6J,torchref,0.3858,0.381993
r_work,refmac,torchref,1O4V,phenix,0.2183,0.213633
r_work,refmac,torchref,1O4V,refmac,0.2082,0.205233
r_work,refmac,torchref,1O4V,torchref,0.2077,0.201084
r_work,refmac,torchref,1O5T,phenix,0.2904,0.284525
r_work,refmac,torchref,1O5T,refmac,0.284,0.280697
r_work,refmac,torchref,1O5T,torchref,0.3074,0.30129
r_work,refmac,torchref,1O6D,phenix,0.2733,0.266412
r_work,refmac,torchref,1O6D,refmac,0.2694,0.264033
r_work,refmac,torchref,1O6D,torchref,0.2661,0.258418
r_work,refmac,torchref,1OBR,phenix,0.1841,0.182273
r_work,refmac,torchref,1OBR,refmac,0.1919,0.192576
r_work,refmac,torchref,1OBR,torchref,0.1934,0.18453
r_work,refmac,torchref,1OC0,phenix,0.2743,0.260903
r_work,refmac,torchref,1OC0,refmac,0.2658,0.255914
r_work,refmac,torchref,1OC0,torchref,0.2728,0.25891
r_work,refmac,torchref,1OE4,phenix,0.2678,0.260963
r_work,refmac,torchref,1OE4,refmac,0.2657,0.259917
r_work,refmac,torchref,1OE4,torchref,0.2619,0.2541
r_work,refmac,torchref,1OMW,phenix,0.287,0.283656
r_work,refmac,torchref,1OMW,refmac,0.2535,0.253238
r_work,refmac,torchref,1OMW,torchref,0.2747,0.269716
r_work,refmac,torchref,1OQE,phenix,0.24,0.242965
r_work,refmac,torchref,1OQE,refmac,0.2171,0.223317
r_work,refmac,torchref,1OQE,torchref,0.2306,0.231643
r_work,refmac,torchref,1OSC,phenix,0.2237,0.219889
r_work,refmac,torchref,1OSC,refmac,0.2069,0.207821
r_work,refmac,torchref,1OSC,torchref,0.2155,0.210527
r_work,refmac,torchref,1OY5,phenix,0.3251,0.315687
r_work,refmac,torchref,1OY5,refmac,0.3137,0.306646
r_work,refmac,torchref,1OY5,torchref,0.3182,0.310513
r_work,refmac,torchref,1P3C,phenix,0.1989,0.195762
r_work,refmac,torchref,1P3C,refmac,0.1922,0.190104
r_work,refmac,torchref,1P3C,torchref,0.1899,0.186672
r_work,refmac,torchref,1P4X,phenix,0.3321,0.323755
r_work,refmac,torchref,1P4X,refmac,0.317,0.309987
r_work,refmac,torchref,1P4X,torchref,0.3265,0.317678
r_work,refmac,torchref,1PG3,phenix,0.2237,0.211965
r_work,refmac,torchref,1PG3,refmac,0.2248,0.218851
r_work,refmac,torchref,1PG3,torchref,0.2279,0.215199
r_work,refmac,torchref,1PJR,phenix,0.3262,0.323931
r_work,refmac,torchref,1PJR,refmac,0.3061,0.304213
r_work,refmac,torchref,1PJR,torchref,0.3225,0.320307
r_work,refmac,torchref,1PXZ,phenix,0.2472,0.231492
r_work,refmac,torchref,1PXZ,refmac,0.243,0.227107
r_work,refmac,torchref,1PXZ,torchref,0.2375,0.22134
r_work,refmac,torchref,1Q15,phenix,0.2448,0.237271
r_work,refmac,torchref,1Q15,refmac,0.2468,0.242204
r_work,refmac,torchref,1Q15,torchref,0.253,0.244063
r_work,refmac,torchref,1QB5,phenix,0.2069,0.201236
r_work,refmac,torchref,1QB5,refmac,0.2079,0.20308
r_work,refmac,torchref,1QB5,torchref,0.1971,0.190585
r_work,refmac,torchref,1QD9,phenix,0.2578,0.258375
r_work,refmac,torchref,1QD9,refmac,0.2813,0.277304
r_work,refmac,torchref,1QD9,torchref,0.2763,0.271398
r_work,refmac,torchref,1QJV,phenix,0.2223,0.211637
r_work,refmac,torchref,1QJV,refmac,0.2236,0.22048
r_work,refmac,torchref,1QJV,torchref,0.2282,0.217146
r_work,refmac,torchref,1QZN,phenix,0.2479,0.248495
r_work,refmac,torchref,1QZN,refmac,0.2369,0.239237
r_work,refmac,torchref,1QZN,torchref,0.2381,0.237159
r_work,refmac,torchref,1R1K,phenix,0.2611,0.276655
r_work,refmac,torchref,1R1K,refmac,0.2342,0.25827
r_work,refmac,torchref,1R1K,torchref,0.2855,0.291896
r_work,refmac,torchref,1R3U,phenix,0.2251,0.220717
r_work,refmac,torchref,1R3U,refmac,0.2125,0.215127
r_work,refmac,torchref,1R3U,torchref,0.216,0.211298
r_work,refmac,torchref,1RFX,phenix,0.3614,0.357269
r_work,refmac,torchref,1RFX,refmac,0.3223,0.317853
r_work,refmac,torchref,1RFX,torchref,0.343,0.337779
r_work,refmac,torchref,1RHC,phenix,0.2293,0.22564
r_work,refmac,torchref,1RHC,refmac,0.2187,0.216343
r_work,refmac,torchref,1RHC,torchref,0.2191,0.215955
r_work,refmac,torchref,1RJ1,phenix,0.2663,0.258199
r_work,refmac,torchref,1RJ1,refmac,0.2559,0.250457
r_work,refmac,torchref,1RJ1,torchref,0.2502,0.241159
r_work,refmac,torchref,1RJD,phenix,0.256,0.248981
r_work,refmac,torchref,1RJD,refmac,0.2592,0.253744
r_work,refmac,torchref,1RJD,torchref,0.2467,0.2394
r_work,refmac,torchref,1RKG,phenix,0.2829,0.279298
r_work,refmac,torchref,1RKG,refmac,0.2624,0.260434
r_work,refmac,torchref,1RKG,torchref,0.2707,0.266149
r_work,refmac,torchref,1RZN,phenix,0.2428,0.231045
r_work,refmac,torchref,1RZN,refmac,0.2441,0.236035
r_work,refmac,torchref,1RZN,torchref,0.239,0.227605
r_work,refmac,torchref,1S1C,phenix,0.3001,0.293658
r_work,refmac,torchref,1S1C,refmac,0.3008,0.295212
r_work,refmac,torchref,1S1C,torchref,0.3093,0.300644
r_work,refmac,torchref,1SO2,phenix,0.2535,0.246934
r_work,refmac,torchref,1SO2,refmac,0.2422,0.240196
r_work,refmac,torchref,1SO2,torchref,0.2475,0.239043
r_work,refmac,torchref,1SOT,phenix,0.3287,0.324943
r_work,refmac,torchref,1SOT,refmac,0.3061,0.305033
r_work,refmac,torchref,1SOT,torchref,0.3174,0.314041
r_work,refmac,torchref,1T3I,phenix,0.2402,0.232556
r_work,refmac,torchref,1T3I,refmac,0.2339,0.227671
r_work,refmac,torchref,1T3I,torchref,0.2349,0.226834
r_work,refmac,torchref,1TE5,phenix,0.3176,0.313765
r_work,refmac,torchref,1TE5,refmac,0.303,0.301417
r_work,refmac,torchref,1TE5,torchref,0.3187,0.313951
r_work,refmac,torchref,1TGS,phenix,0.2367,0.232596
r_work,refmac,torchref,1TGS,refmac,0.2415,0.23769
r_work,refmac,torchref,1TGS,torchref,0.2272,0.222495
r_work,refmac,torchref,1TML,phenix,0.1512,0.187213
r_work,refmac,torchref,1TML,refmac,0.1675,0.175526
r_work,refmac,torchref,1TML,torchref,0.2064,0.186154
r_work,refmac,torchref,1TVL,phenix,0.2572,0.254053
r_work,refmac,torchref,1TVL,refmac,0.2407,0.238262
r_work,refmac,torchref,1TVL,torchref,0.2414,0.237129
r_work,refmac,torchref,1U1I,phenix,0.2781,0.267545
r_work,refmac,torchref,1U1I,refmac,0.2793,0.270901
r_work,refmac,torchref,1U1I,torchref,0.2859,0.272633
r_work,refmac,torchref,1U7B,refmac,0.2919,0.28957
r_work,refmac,torchref,1U7B,torchref,0.2877,0.280645
r_work,refmac,torchref,1UEF,phenix,0.3914,0.362337
r_work,refmac,torchref,1UEF,refmac,0.3515,0.361568
r_work,refmac,torchref,1UEF,torchref,0.3889,0.354946
r_work,refmac,torchref,1UJK,phenix,0.3063,0.299937
r_work,refmac,torchref,1UJK,refmac,0.3033,0.297458
r_work,refmac,torchref,1UJK,torchref,0.2934,0.286492
r_work,refmac,torchref,1UKV,phenix,0.3242,0.319029
r_work,refmac,torchref,1UKV,refmac,0.3232,0.317364
r_work,refmac,torchref,1UKV,torchref,0.3086,0.301662
r_work,refmac,torchref,1UTB,phenix,0.2407,0.23136
r_work,refmac,torchref,1UTB,refmac,0.222,0.218896
r_work,refmac,torchref,1UTB,torchref,0.2312,0.221715
r_work,refmac,torchref,1UVQ,phenix,0.3224,0.315612
r_work,refmac,torchref,1UVQ,refmac,0.3073,0.299863
r_work,refmac,torchref,1UVQ,torchref,0.3012,0.290967
r_work,refmac,torchref,1V8Q,phenix,0.2267,0.212325
r_work,refmac,torchref,1V8Q,refmac,0.2141,0.216639
r_work,refmac,torchref,1V8Q,torchref,0.2676,0.255606
r_work,refmac,torchref,1VB3,phenix,0.244,0.233049
r_work,refmac,torchref,1VB3,refmac,0.2476,0.24108
r_work,refmac,torchref,1VB3,torchref,0.2425,0.231474
r_work,refmac,torchref,1VCE,phenix,0.2649,0.255747
r_work,refmac,torchref,1VCE,refmac,0.2556,0.248151
r_work,refmac,torchref,1VCE,torchref,0.2593,0.248866
r_work,refmac,torchref,1VDD,phenix,0.2736,0.264976
r_work,refmac,torchref,1VDD,refmac,0.2472,0.245467
r_work,refmac,torchref,1VDD,torchref,0.2742,0.259061
r_work,refmac,torchref,1VER,phenix,0.2311,0.250319
r_work,refmac,torchref,1VER,refmac,0.2007,0.22033
r_work,refmac,torchref,1VER,torchref,0.2407,0.247714
r_work,refmac,torchref,1VK0,phenix,0.2606,0.252504
r_work,refmac,torchref,1VK0,refmac,0.2648,0.258627
r_work,refmac,torchref,1VK0,torchref,0.2582,0.249323
r_work,refmac,torchref,1VLM,phenix,0.2765,0.266087
r_work,refmac,torchref,1VLM,refmac,0.2702,0.264675
r_work,refmac,torchref,1VLM,torchref,0.2747,0.265297
r_work,refmac,torchref,1VR4,phenix,0.2846,0.281601
r_work,refmac,torchref,1VR4,refmac,0.2824,0.280918
r_work,refmac,torchref,1VR4,torchref,0.2869,0.283216
r_work,refmac,torchref,1VRQ,phenix,0.2497,0.246398
r_work,refmac,torchref,1VRQ,refmac,0.2405,0.239922
r_work,refmac,torchref,1VRQ,torchref,0.2415,0.236757
r_work,refmac,torchref,1W2Y,phenix,0.2746,0.267437
r_work,refmac,torchref,1W2Y,refmac,0.266,0.260114
r_work,refmac,torchref,1W2Y,torchref,0.265,0.258147
r_work,refmac,torchref,1W8A,phenix,0.2096,0.202873
r_work,refmac,torchref,1W8A,refmac,0.2081,0.210789
r_work,refmac,torchref,1W8A,torchref,0.2171,0.205947
r_work,refmac,torchref,1WD8,phenix,0.2397,0.238197
r_work,refmac,torchref,1WD8,refmac,0.2181,0.220874
r_work,refmac,torchref,1WD8,torchref,0.2422,0.232981
r_work,refmac,torchref,1WDV,phenix,0.2799,0.275376
r_work,refmac,torchref,1WDV,refmac,0.2785,0.27376
r_work,refmac,torchref,1WDV,torchref,0.2762,0.268842
r_work,refmac,torchref,1WLZ,phenix,0.2846,0.280971
r_work,refmac,torchref,1WLZ,refmac,0.2863,0.283201
r_work,refmac,torchref,1WLZ,torchref,0.2746,0.270709
r_work,refmac,torchref,1WTJ,phenix,0.2733,0.266789
r_work,refmac,torchref,1WTJ,refmac,0.2573,0.251788
r_work,refmac,torchref,1WTJ,torchref,0.2495,0.242945
r_work,refmac,torchref,1WTY,phenix,0.2748,0.267107
r_work,refmac,torchref,1WTY,refmac,0.2716,0.265288
r_work,refmac,torchref,1WTY,torchref,0.2725,0.26271
r_work,refmac,torchref,1WU2,phenix,0.3192,0.312462
r_work,refmac,torchref,1WU2,refmac,0.3103,0.307082
r_work,refmac,torchref,1WU2,torchref,0.3214,0.314378
r_work,refmac,torchref,1WV8,phenix,0.3262,0.323628
r_work,refmac,torchref,1WV8,refmac,0.3885,0.38554
r_work,refmac,torchref,1WV8,torchref,0.3277,0.323892
r_work,refmac,torchref,1WW9,phenix,0.2798,0.276084
r_work,refmac,torchref,1WW9,refmac,0.2682,0.26605
r_work,refmac,torchref,1WW9,torchref,0.2662,0.262376
r_work,refmac,torchref,1X1Q,phenix,0.3112,0.306926
r_work,refmac,torchref,1X1Q,refmac,0.2859,0.283131
r_work,refmac,torchref,1X1Q,torchref,0.3859,0.380754
r_work,refmac,torchref,1X6O,phenix,0.3002,0.290968
r_work,refmac,torchref,1X6O,refmac,0.3033,0.295426
r_work,refmac,torchref,1X6O,torchref,0.2823,0.271118
r_work,refmac,torchref,1XHD,phenix,0.2704,0.264224
r_work,refmac,torchref,1XHD,refmac,0.2582,0.253514
r_work,refmac,torchref,1XQZ,refmac,0.2987,0.26502
r_work,refmac,torchref,1XQZ,torchref,0.2951,0.259687
r_work,refmac,torchref,1XVS,phenix,0.2949,0.288984
r_work,refmac,torchref,1XVS,refmac,0.2926,0.28969
r_work,refmac,torchref,1XVS,torchref,0.2864,0.281144
r_work,refmac,torchref,1XVW,refmac,0.2473,0.242893
r_work,refmac,torchref,1XVW,torchref,0.2415,0.236993
r_work,refmac,torchref,1XX1,phenix,0.2543,0.247965
r_work,refmac,torchref,1XX1,refmac,0.2506,0.245074
r_work,refmac,torchref,1XX1,torchref,0.2477,0.241002
r_work,refmac,torchref,1Y08,refmac,0.2473,0.240379
r_work,refmac,torchref,1Y08,torchref,0.2492,0.239886
r_work,refmac,torchref,1Y7O,phenix,0.3019,0.290944
r_work,refmac,torchref,1Y7O,refmac,0.303,0.299052
r_work,refmac,torchref,1Y7O,torchref,0.3132,0.301831
r_work,refmac,torchref,1Y8Q,phenix,0.2353,0.226328
r_work,refmac,torchref,1Y8Q,refmac,0.2298,0.224827
r_work,refmac,torchref,1Y8Q,torchref,0.2296,0.219381
r_work,refmac,torchref,1Y98,refmac,0.2681,0.26239
r_work,refmac,torchref,1Y98,torchref,0.2665,0.254457
r_work,refmac,torchref,1YEM,phenix,0.2555,0.247955
r_work,refmac,torchref,1YEM,refmac,0.2379,0.234763
r_work,refmac,torchref,1YEM,torchref,0.2434,0.234061
r_work,refmac,torchref,1YK3,phenix,0.2627,0.255206
r_work,refmac,torchref,1YK3,refmac,0.2561,0.251044
r_work,refmac,torchref,1YK3,torchref,0.2597,0.251927
r_work,refmac,torchref,1YMQ,phenix,0.2415,0.234049
r_work,refmac,torchref,1YMQ,refmac,0.2366,0.232766
r_work,refmac,torchref,1YMQ,torchref,0.23,0.221128
r_work,refmac,torchref,1YRX,refmac,0.4505,0.4484
r_work,refmac,torchref,1YRX,torchref,0.4623,0.451279
r_work,refmac,torchref,1Z05,phenix,0.3502,0.338646
r_work,refmac,torchref,1Z05,refmac,0.291,0.279526
r_work,refmac,torchref,1Z05,torchref,0.3291,0.314121
r_work,refmac,torchref,1Z3X,phenix,0.2696,0.264177
r_work,refmac,torchref,1Z3X,refmac,0.2624,0.257102
r_work,refmac,torchref,1Z3X,torchref,0.2573,0.251402
r_work,refmac,torchref,1ZEJ,phenix,0.2983,0.295263
r_work,refmac,torchref,1ZEJ,refmac,0.2859,0.282801
r_work,refmac,torchref,1ZEJ,torchref,0.2868,0.281275
r_work,refmac,torchref,1ZJ8,phenix,0.2587,0.225807
r_work,refmac,torchref,1ZJ8,refmac,0.2606,0.254459
r_work,refmac,torchref,1ZJ8,torchref,0.2666,0.233516
r_work,refmac,torchref,1ZKL,phenix,0.2592,0.249875
r_work,refmac,torchref,1ZKL,refmac,0.2518,0.243569
r_work,refmac,torchref,1ZKL,torchref,0.2494,0.239245
r_work,refmac,torchref,1ZZ0,phenix,0.2392,0.232223
r_work,refmac,torchref,1ZZ0,refmac,0.2327,0.226095
r_work,refmac,torchref,1ZZ0,torchref,0.2293,0.221954
r_work,refmac,torchref,2A25,phenix,0.3136,0.308425
r_work,refmac,torchref,2A25,refmac,0.2875,0.283345
r_work,refmac,torchref,2A25,torchref,0.2857,0.279308
r_work,refmac,torchref,2A3V,phenix,0.4046,0.398814
r_work,refmac,torchref,2A3V,refmac,0.3979,0.397993
r_work,refmac,torchref,2A3V,torchref,0.4414,0.437082
r_work,refmac,torchref,2A65,refmac,0.243,0.240131
r_work,refmac,torchref,2A65,torchref,0.2413,0.237995
r_work,refmac,torchref,2A9S,phenix,0.2351,0.226151
r_work,refmac,torchref,2A9S,refmac,0.2349,0.227958
